target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,blank.started,text.started,blank.stopped,text.stopped,respFlanker.keys,respFlanker.corr,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,respFlanker.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,10,10,31,,,,1339.7763325000415,1340.9757111000363,1340.9757111000363,1341.5942293000408,a,1,轻率,l,1,0.7434122000122443,0.7223094999790192,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,11,11,26,,,,1343.174571200041,1344.3739822000498,1344.3739822000498,1344.8937629000284,a,1,顽强,k,1,0.7432596998987719,0.48040510003920645,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,12,12,50,,,,1346.2230965000344,1347.4224622000474,1347.4224622000474,1348.0409836000763,a,1,富丽,k,1,0.7782213999889791,0.4754249999532476,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,13,13,64,,,,1349.4048037000466,1350.604235899984,1350.604235899984,1351.0837349999929,s,1,热切,k,1,1.365745299961418,0.41205849999096245,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,14,14,0,,,,1352.9530027,1354.1523708000313,1354.1523708000313,1354.765284400084,s,1,豪放,k,1,0.758545899996534,0.361557700089179,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,15,15,23,,,,1356.001493900083,1357.200845799991,1357.200845799991,1357.6674001000356,a,1,悲观,l,1,1.1678730000276119,0.6310154000530019,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,16,16,37,,,,1359.5830290000886,1360.782419300056,1360.782419300056,1361.249476200086,s,1,怀疑,l,1,1.3520279999356717,0.8976717999903485,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,17,17,24,,,,1363.6143241000827,1364.8137258000206,1364.8137258000206,1365.43376610009,s,1,圣洁,k,1,0.6830802999902517,0.46799150004517287,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,18,18,70,,,,1366.6961033000844,1367.895507600042,1367.895507600042,1368.306481400039,s,1,珍藏,k,1,1.014659499982372,0.7464317999547347,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,19,19,28,,,,1370.1776937000686,1371.377102700062,1371.377102700062,1371.9438787000254,a,1,公平,k,1,0.68664769991301,0.754964700085111,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,20,20,17,,,,1373.5093485000543,1374.708755300031,1374.708755300031,1375.1722061000764,a,1,嘲笑,l,1,0.999840300064534,0.4433161000488326,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,21,21,53,,,,1376.7410136000253,1377.9404503999976,1377.9404503999976,1378.5093688000925,s,1,别扭,l,1,2.0145584999118,0.6715369999874383,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,22,22,36,,,,1381.305448200088,1382.5047756000422,1382.5047756000422,1383.0768413000042,a,1,正直,k,1,0.648350500036031,0.7153393999906257,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,23,23,41,,,,1384.553791500046,1385.7531336999964,1385.7531336999964,1386.379762000055,a,1,浪费,l,1,1.066121599986218,0.6246580000733957,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,24,24,79,,,,1388.16861719999,1389.3680235000793,1389.3680235000793,1389.882901999983,a,1,忧虑,l,1,0.812234399956651,1.3254262999398634,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,25,25,3,,,,1392.133299899986,1393.332715800032,1393.332715800032,1393.7970984000713,s,1,厌恶,l,1,1.3592662999872118,0.5551065999316052,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,26,26,39,,,,1395.8314435000066,1397.0308438000502,1397.0308438000502,1397.5428968000924,a,1,损害,l,1,0.6617685999954119,0.6710650000022724,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,27,27,10,,,,1398.9965075000655,1400.1958708000602,1400.1958708000602,1400.6187969000312,a,1,有利,k,1,1.4954824000597,0.5585408000042662,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,28,28,7,,,,1402.7945704000304,1403.9939999000635,1403.9939999000635,1404.5715375000145,a,1,黑暗,l,1,0.7533475999953225,0.6740466998890042,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,29,29,61,,,,1406.1096124000615,1407.30900020001,1407.30900020001,1407.779477700009,s,1,落后,l,1,1.8088365000439808,0.6984804000239819,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,30,30,21,,,,1410.4074383000843,1411.6067964000395,1411.6067964000395,1412.2331295000622,s,1,争吵,l,1,1.1369029000634328,0.706648499937728,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,31,31,9,,,,1414.1888768000063,1415.3882681000978,1415.3882681000978,1415.916030600085,a,1,失意,l,1,1.1117930000182241,0.48959520005155355,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,32,32,54,,,,1417.6204327000305,1418.819834700087,1418.819834700087,1419.332571899984,s,1,典雅,k,1,0.7000370000023395,0.7141116000711918,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,33,33,75,,,,1420.8688381999964,1422.068233099999,1422.068233099999,1422.685998900095,s,1,自卑,l,1,1.2214425998972729,0.45393129996955395,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,34,34,76,,,,1424.4836858999915,1425.6831163000315,1425.6831163000315,1426.106414000038,a,1,生动,k,1,1.8061001999303699,0.6785690999822691,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,35,35,27,,,,1428.698249100009,1429.8975937000941,1429.8975937000941,1430.3155723999953,s,1,鲁莽,l,1,0.7797442999435589,0.5607176999328658,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,36,36,48,,,,1431.7633498000214,1432.9627256999956,1432.9627256999956,1433.3792090000352,s,1,振作,k,1,0.8500995000358671,0.5749277999857441,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,37,37,16,,,,1434.9284543000394,1436.1277965999907,1436.1277965999907,1436.6487481000368,s,1,俊秀,k,1,0.798792399931699,0.4222656999481842,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,38,38,38,,,,1437.9768428000389,1439.176298400038,1439.176298400038,1439.7434570000041,s,1,优雅,k,1,0.8729340999852866,0.7473715000087395,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,39,39,46,,,,1441.475152200088,1442.6744892999995,1442.6744892999995,1443.0955859000096,s,1,永恒,k,1,0.7220340999774635,0.5675122999818996,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,40,40,2,,,,1444.5069398999913,1445.706300400081,1445.706300400081,1446.2213403000496,a,1,舒畅,k,1,0.651976800058037,0.4275193000212312,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,41,41,60,,,,1447.4221507000038,1448.6215517000528,1448.6215517000528,1449.1923961000284,a,1,如愿,k,1,0.5922927000792697,0.8061437000287697,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,42,42,19,,,,1450.703816400026,1451.9032141000498,1451.9032141000498,1452.3168921000324,s,1,丢失,l,1,0.792372600059025,0.5140676000155509,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,43,43,52,,,,1453.7356584999943,1454.935002000071,1454.935002000071,1455.3485850000288,a,1,旺盛,k,1,1.1279007999692112,0.7308034000452608,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,44,44,74,,,,1457.3171666000271,1458.516589900013,1458.516589900013,1458.9788839000976,a,1,秀丽,k,1,0.6986542999511585,0.4991625000257045,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,45,45,72,,,,1460.3156157000922,1461.5150491000386,1461.5150491000386,1462.0838576999959,s,1,爽朗,k,1,0.7022151000564918,0.5286607999587432,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,46,46,78,,,,1463.4307200000621,1464.6301105000312,1464.6301105000312,1465.057498899987,s,1,精致,k,1,0.5639411000302061,0.6436618999578059,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,47,47,5,,,,1466.362613000092,1467.5619830000214,1467.5619830000214,1468.1281836000271,s,1,杂乱,l,1,1.1886563999578357,0.7780564998975024,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,48,48,62,,,,1470.2106521000387,1471.4100366000785,1471.4100366000785,1471.8946316000074,s,1,卓越,k,1,0.6389554000925273,0.821938700042665,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,49,49,56,,,,1473.4590454000281,1474.6584710000316,1474.6584710000316,1475.0756018999964,s,1,充裕,k,1,0.7132063000462949,0.5833993999985978,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,50,50,40,,,,1476.4908698000945,1477.6902033000952,1477.6902033000952,1478.153485000017,s,1,诚恳,k,1,1.0845358000369743,0.5332050999859348,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,51,51,8,,,,1479.9057709000772,1481.1051737000234,1481.1051737000234,1481.7157597000478,s,1,享受,l,0,1.5454311000648886,0.6250314000062644,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,52,52,67,,,,1484.003715800005,1485.203104400076,1485.203104400076,1485.641122500063,s,1,穷苦,l,1,0.7828959000762552,0.4466330000432208,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,53,53,14,,,,1486.9522555000149,1488.1516416000668,1488.1516416000668,1488.7685796000296,s,1,鲜艳,k,1,0.79793460003566,0.7632080999901518,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,54,54,11,,,,1490.4337853000034,1491.6332451000344,1491.6332451000344,1492.0438597000903,s,1,假冒,l,1,0.7597958999685943,0.44836110004689544,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,55,55,30,,,,1493.3823381999973,1494.5817442000844,1494.5817442000844,1495.2030629999936,s,1,富足,k,1,0.6781248999759555,0.7879888999741524,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,56,56,57,,,,1496.7806327000726,1497.9800446000881,1497.9800446000881,1498.4947195000714,a,1,处罚,l,1,0.8635627999901772,0.7379606999456882,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,57,57,66,,,,1500.2289383000461,1501.4282902000705,1501.4282902000705,1501.942288900027,a,1,羡慕,k,1,1.1751573000801727,0.5056077999761328,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,58,58,34,,,,1503.7437740000896,1504.9431625000434,1504.9431625000434,1505.3572467000922,a,1,敬佩,k,1,0.75276770000346,0.49013020005077124,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,59,59,22,,,,1506.725644799997,1507.9250650000758,1507.9250650000758,1508.4409877000144,s,1,畅销,k,1,1.136606700019911,0.8567688999464735,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,60,60,25,,,,1510.557043400011,1511.7564166000811,1511.7564166000811,1512.2225159000373,a,1,伤心,l,1,1.2881476999027655,0.5399156000930816,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,61,61,35,,,,1514.1718495000387,1515.371307900059,1515.371307900059,1515.84797360003,s,1,烦恼,l,1,0.9008833999978378,0.4200104000046849,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,62,62,18,,,,1517.2869776000734,1518.486364100012,1518.486364100012,1518.8996009000111,a,1,清秀,k,1,0.7440498999785632,0.46700559998862445,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,63,63,42,,,,1520.2521717000054,1521.4515544000315,1521.4515544000315,1521.9142334000207,a,1,丰满,k,1,1.3583684000186622,0.4125491000013426,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,64,64,15,,,,1523.8003311000066,1524.9997707000002,1524.9997707000002,1525.6202053000452,a,1,冷笑,l,1,0.7935312000336125,0.8506054000463337,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,65,65,73,,,,1527.3819157000398,1528.581291600014,1528.581291600014,1529.090285900049,a,1,堵塞,l,1,1.22303680004552,0.4728919999906793,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,66,66,33,,,,1530.9134445000673,1532.1128474000143,1532.1128474000143,1532.726136900019,a,1,慌忙,l,1,1.1028814000310376,0.49707149993628263,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,67,67,6,,,,1534.4450375000015,1535.6444357000291,1535.6444357000291,1536.260038800072,s,1,雄厚,k,1,0.8008334999904037,0.7731887999689206,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,68,68,63,,,,1537.959903000039,1539.1592784000095,1539.1592784000095,1539.6791762000648,a,1,消沉,l,1,1.7672236000653356,0.6948655999731272,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,69,69,65,,,,1542.2577399000293,1543.457080900087,1543.457080900087,1543.9258487999905,a,1,心慌,l,1,0.7631158999865875,0.526282100006938,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,70,70,4,,,,1545.3228356000036,1546.5222429999849,1546.5222429999849,1546.9981985000195,a,1,奉献,k,1,0.740360900061205,0.877787800040096,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,71,71,58,,,,1548.7211543000303,1549.9205644000322,1549.9205644000322,1550.4985076000448,a,1,吉祥,k,1,0.6506666000932455,0.4511344999773428,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,72,72,77,,,,1551.7196074000094,1552.9190324000083,1552.9190324000083,1553.534919400001,s,1,缺乏,l,1,0.7729106999468058,0.6266316999681294,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,73,73,59,,,,1555.0512584000826,1556.2506958000595,1556.2506958000595,1556.6640674000373,s,1,禁止,l,1,0.6472486000275239,0.4473518000449985,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,74,74,12,,,,1557.8665200000396,1559.0659047000809,1559.0659047000809,1559.5872243000194,a,1,瑰丽,k,1,0.6885364999761805,0.6200543000595644,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,75,75,44,,,,1561.0149759000633,1562.2143778000027,1562.2143778000027,1562.6909411000088,a,1,赞成,k,1,0.634276399970986,0.6169266999932006,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,76,76,20,,,,1564.0634416000685,1565.2628338000504,1565.2628338000504,1565.746992600034,a,1,廉洁,k,1,0.8969891999149695,0.631706399959512,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,77,77,55,,,,1567.378437699983,1568.5777906000149,1568.5777906000149,1569.0944505000953,a,1,郁闷,l,1,1.1575727999443188,0.61173779994715,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
