target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,text.started,text.stopped,blank.started,blank.stopped,respFlanker.keys,respFlanker.corr,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,respFlanker.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,11,11,5,,,,1356.430704,None,1355.247355,1356.447449,s,1,嘲笑,l,1,0.5206155,0.5570914,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,12,12,36,,,,1359.530672,None,1358.347556,1359.547352,a,1,生动,k,1,0.7252295,0.7187673,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,13,13,12,,,,1363.013351,None,1361.83066,1363.029975,a,1,精致,k,1,0.5812838,0.4663752,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,14,14,41,,,,1365.997455,None,1364.813773,1366.013277,a,1,假冒,l,1,0.6631031,0.5039864,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,15,15,48,,,,1368.996945,None,1367.813371,1369.013367,s,1,羡慕,k,1,0.4802222,0.5198375,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,16,16,31,,,,1372.04734,None,1370.863973,1372.063291,a,1,杂乱,l,1,0.6223038,0.580804,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,17,17,55,,,,1375.147277,None,1373.96411,1375.163899,a,1,撒谎,l,1,0.5084603,0.5310344,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,18,18,38,,,,1378.080565,None,1376.896892,1378.097366,s,1,有利,k,1,0.5655648,0.6880191,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,19,19,62,,,,1381.313312,None,1380.130676,1381.329976,s,1,旺盛,k,1,0.482332,0.5273929,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,20,20,21,,,,1384.16392,None,1382.980422,1384.180745,s,1,禁止,l,1,0.5339488,0.4865288,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,21,21,23,,,,1387.030483,None,1385.847366,1387.047258,a,1,丢失,l,1,0.6901903,0.5575167,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,22,22,40,,,,1390.263977,None,1389.080691,1390.280748,s,1,赞成,k,1,0.5624435,0.5167431,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,23,23,28,,,,1393.247041,None,1392.063974,1393.263395,a,1,清秀,k,1,0.5745803,0.5043931,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,24,24,51,,,,1396.280786,None,1395.097262,1396.297408,s,1,心慌,l,1,0.5440621,0.4914889,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,25,25,1,,,,1399.29727,None,1398.114172,1399.313919,a,1,消沉,l,1,0.5071942,0.4551279,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,26,26,45,,,,1402.097255,None,1400.914066,1402.113904,s,1,争吵,l,1,1.0347323,0.5372577,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,27,27,64,,,,1405.614015,None,1404.430537,1405.630675,s,1,正直,k,1,0.5940563,0.6279926,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,28,28,46,,,,1408.880761,None,1407.69732,1408.897313,s,1,享受,k,1,0.5349583,0.518836,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,29,29,4,,,,1411.830573,None,1410.647286,1411.847123,a,1,前进,k,1,0.5679061,0.5000416,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,30,30,13,,,,1414.747274,None,1413.563962,1414.764071,s,1,孤单,l,1,0.5267131,0.6873688,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,31,31,58,,,,1417.89725,None,1416.713919,1417.913873,a,1,公平,k,1,0.5638431,0.3955146,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,32,32,54,,,,1420.697301,None,1419.513858,1420.714018,s,1,爽朗,k,1,1.1645817,0.5395023,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,33,33,65,,,,1424.447355,None,1423.264022,1424.463974,a,1,损害,l,1,0.4790368,0.3776797,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,34,34,72,,,,1427.180555,None,1425.997188,1427.197272,s,1,舒畅,k,1,0.7093211,0.5364292,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,35,35,53,,,,1430.363856,None,1429.18063,1430.380682,s,1,焦躁,l,1,0.5268673,0.4659251,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,36,36,70,,,,1433.214047,None,1432.030554,1433.230691,s,1,雄厚,k,1,0.5065924,0.429158,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,37,37,24,,,,1436.130595,None,1434.947207,1436.147127,s,1,秀丽,k,1,0.4701118,0.4435631,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,38,38,43,,,,1439.030152,None,1437.846771,1439.046984,s,1,鲁莽,l,1,0.5271483,0.3694334,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,39,39,27,,,,1441.86393,None,1440.680655,1441.88069,s,1,逃避,l,1,0.5285422,0.5552349,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,40,40,11,,,,1444.830627,None,1443.647247,1444.847288,s,1,冷笑,l,1,0.4866041,0.4660324,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,41,41,76,,,,1447.630554,None,1446.447312,1447.647308,a,1,充裕,l,0,0.4826351,0.4912728,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,42,42,42,,,,1450.580485,None,1449.397245,1450.597166,a,1,豪放,k,1,0.4892653,0.42643,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,43,43,16,,,,1453.39714,None,1452.213889,1453.413955,s,1,如愿,k,1,0.5347758,0.3870378,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,44,44,37,,,,1456.263976,None,1455.080632,1456.280436,s,1,忧虑,l,1,0.6493956,0.6328572,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,45,45,35,,,,1459.547119,None,1458.363807,1459.563822,s,1,缺乏,l,1,0.9101261,0.4491958,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,46,46,78,,,,1462.780439,None,1461.597265,1462.797187,s,1,热切,k,1,0.4867998,0.8255856,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,47,47,67,,,,1466.063788,None,1464.880394,1466.080587,s,1,穷苦,l,1,0.557545,0.4396762,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,48,48,19,,,,1468.913966,None,1467.730753,1468.930583,s,1,失意,l,1,0.5793592,0.4368393,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,49,49,29,,,,1471.847138,None,1470.663772,1471.863897,s,1,别扭,l,1,0.5016282,0.6195382,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,50,50,26,,,,1474.863891,None,1473.680236,1474.880531,a,1,敬佩,k,1,0.6026969,0.6422085,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,51,51,39,,,,1477.997268,None,1476.813925,1478.013887,a,1,闷热,l,1,0.5515982,0.6329711,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,52,52,74,,,,1481.213849,None,1480.030544,1481.230562,a,1,富足,k,1,0.5658209,0.4563034,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,53,53,47,,,,1484.213886,None,1483.030576,1484.230531,a,1,罚款,l,1,0.5934791,0.5106119,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,54,54,8,,,,1487.346693,None,1486.163918,1487.363368,s,1,畅销,k,1,0.7026566,0.724445,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,55,55,61,,,,1490.813473,None,1489.629862,1490.829798,s,1,黑暗,l,1,0.5066918,0.5800863,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,56,56,17,,,,1493.929906,None,1492.747146,1493.946672,a,1,郁闷,l,1,0.5080318,0.3282121,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,57,57,59,,,,1496.747207,None,1495.563801,1496.763889,s,1,胡涂,l,1,0.5005183,0.4729415,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,58,58,33,,,,1499.647149,None,1498.463947,1499.663815,a,1,处罚,l,1,0.4749459,0.356948,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,59,59,44,,,,1502.51316,None,1501.329851,1502.529922,a,1,优雅,k,1,0.6617264,0.4828273,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,60,60,71,,,,1505.513219,None,1504.330365,1505.529856,a,1,伤心,l,1,0.5193468,0.5137409,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,61,61,63,,,,1508.413798,None,1507.229815,1508.430533,a,1,浪费,l,1,0.5162929,0.446123,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,62,62,6,,,,1511.329856,None,1510.147142,1511.347147,s,1,永恒,k,1,0.9681985,0.5332083,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,63,63,0,,,,1514.829777,None,1513.646443,1514.846774,s,1,顽强,k,1,0.5863068,0.4314809,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,64,64,25,,,,1517.880425,None,1516.697024,1517.897154,a,1,轻率,l,1,0.489144,0.436366,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,65,65,9,,,,1520.7471,None,1519.563822,1520.763762,a,1,怀疑,l,1,0.531671,0.3172775,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,66,66,10,,,,1523.61377,None,1522.429999,1523.630749,a,1,留恋,k,1,0.5534959,0.3745066,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,67,67,69,,,,1526.597285,None,1525.413818,1526.613684,s,1,落后,l,1,0.5982017,0.5509032,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,68,68,30,,,,1529.630515,None,1528.447089,1529.647163,s,1,圣洁,k,1,0.541341,0.4790535,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,69,69,60,,,,1532.497084,None,1531.31372,1532.513667,a,1,典雅,k,1,0.5293986,0.5261663,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,70,70,56,,,,1535.447111,None,1534.263585,1535.463741,s,1,俊秀,k,1,0.4464879,0.4420213,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,71,71,66,,,,1538.213813,None,1537.030488,1538.230486,a,1,吉祥,k,1,0.4959356,0.3083689,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,72,72,77,,,,1541.047018,None,1539.863901,1541.063813,s,1,懒惰,l,1,0.566064,0.4780509,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,73,73,18,,,,1544.013857,None,1542.830466,1544.0305,a,1,振作,k,1,0.6756893,0.3841625,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,74,74,79,,,,1546.913603,None,1545.730472,1546.930418,a,1,烦恼,l,1,0.5621721,0.5105748,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,75,75,50,,,,1549.913744,None,1548.730396,1549.929791,a,1,富丽,k,1,0.7511713,0.4025839,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,76,76,57,,,,1552.913512,None,1551.730217,1552.930366,a,1,自卑,l,1,0.6316774,0.4058416,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,77,77,34,,,,1556.013909,None,1554.830186,1556.030437,a,1,丰满,k,1,0.6152074,0.2949553,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,78,78,22,,,,1558.880391,None,1557.69682,1558.897355,s,1,瑰丽,k,1,0.5984088,0.5455886,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,79,79,14,,,,1562.013658,None,1560.830357,1562.029571,s,1,珍藏,k,1,0.6009719,0.7852636,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,,,,,,,pic/EndExp.PNG,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
